address,borough,unitsres
143-21A 38 AVENUE,QN,4
41-69 SUMMIT COURT,QN,3
132-38 41 AVENUE,QN,5
132-46 41 AVENUE,QN,4
132-40 41 AVENUE,QN,4
132-42 41 AVENUE,QN,4
132-61 41 ROAD,QN,7
961 MADISON STREET,BK,6
132-44 41 AVENUE,QN,4
132-48 41 AVENUE,QN,7
132-46A 41 AVENUE,QN,4
142-19 CHERRY AVENUE,QN,10
147-31 41 AVENUE,QN,3
42-26 147 STREET,QN,10
729 EAST 212 STREET,BX,8
2420 WESTCHESTER AVENUE,BX,8
3051 OLINVILLE AVENUE,BX,8
3055 OLINVILLE AVENUE,BX,8
1517 PARKER STREET,BX,9
21-19 46TH AVE,QN,6
181 GREENPOINT AVENUE,BK,8
186 INDIA STREET,BK,8
189 GREENPOINT AVENUE,BK,8
805 5 AVENUE,BK,12
187 23 STREET,BK,7
2418 WESTCHESTER AVENUE,BX,8
746 EAST 214 STREET,BX,10
770 EAST 214 STREET,BX,10
1419 DORIS STREET,BX,8
2911 CRUGER AVENUE,BX,4
1430 DORIS STREET,BX,7
10-49 48 AVENUE,QN,7
261 ECKFORD STREET,BK,8
135 MESEROLE AVENUE,BK,5
72 SUTTON STREET,BK,8
29 AVENUE C,MN,13
25 AVENUE C,MN,13
137A WEST END AVENUE,BK,5
2688 EAST 16 STREET,BK,4
41-59 70 STREET,QN,4
41-54 CASE STREET,QN,4
93-19 LAMONT AVENUE,QN,3
40-42 94 STREET,QN,5
41-58 CASE STREET,QN,4
43-04 102 STREET,QN,4
91-16 43 AVENUE,QN,7
49-10 111 ST,QN,7
41-30 HAMPTON STREET,QN,4
105 NEPTUNE AVENUE,BK,5
85-43 BRITTON AVENUE,QN,3
85-41 BRITTON AVENUE,QN,3
40-46 68 STREET,QN,4
40-50 68 STREET,QN,3
40-44 68 STREET,QN,4
90-18 WHITNEY AVENUE,QN,3
41-07 DENMAN STREET,QN,4
2408 WESTCHESTER AVENUE,BX,8
41-03 DENMAN STREET,QN,4
57-34 GRANGER STREET,QN,6
40-49 77 STREET,QN,5
41-23 77 STREET,QN,4
900 KENT AVENUE,BK,6
599 MYRTLE AVENUE,BK,8
49-09 108 STREET,QN,4
49-07 108 STREET,QN,4
67-09 AUSTIN STREET,QN,8
102-14 45 AVENUE,QN,4
99-27 CORONA AVENUE,QN,4
99-11 CORONA AVENUE,QN,3
95-22 42 AVENUE,QN,5
95-18 42 AVENUE,QN,5
95-20 42 AVENUE,QN,6
93-15 LAMONT AVENUE,QN,8
93-11 LAMONT AVENUE,QN,7
62-16 39 AVENUE,QN,8
37-38 63 STREET,QN,7
42-34 FORLEY STREET,QN,3
108-20 46 AVENUE,QN,7
69-10 37 ROAD,QN,4
69-08 38 AVENUE,QN,10
106-25 50 AVENUE,QN,7
101-12 43 AVENUE,QN,4
101-36 NICOLLS AVENUNE,QN,3
98-37 CORONA AVENUE,QN,3
94-66 45 AVENUE,QN,4
94-57 44 AVENUE,QN,3
376 MYRTLE AVENUE,BK,3
374 MYRTLE AVENUE,BK,3
368 MYRTLE AVENUE,BK,3
364 MYRTLE AVENUE,BK,3
184 ADELPHI STREET,BK,4
102-51 CORONA AVENUE,QN,6
102-47 CORONA AVENUE,QN,4
57-14 XENIA STREET,QN,3
57-14B GRANGER STREET,QN,6
41-25 HAIGHT STREET,QN,4
42-09 COLLEGE POINT BLVD,QN,4
41-39 COLLEGE POINT BLVD,QN,3
132-31 41 AVENUE,QN,4
131-46 40 ROAD,QN,3
110-09 56 AVENUE,QN,7
55-14 111 STREET,QN,8
110-36 55 AVENUE,QN,7
41-38 COLLEGE POINT BLVD,QN,8
31 ST FELIX STREET,BK,3
132-16 MAPLE AVENUE,QN,8
44-37 COLLEGE POINT BLVD,QN,3
44-39 COLLEGE POINT BLVD,QN,3
44-35 COLLEGE POINT BLVD,QN,3
44-41 COLLEGE POINT BLVD,QN,3
44-33 COLLEGE POINT BLVD,QN,3
140-21 34 AVENUE,QN,3
140-13 34 AVENUE,QN,3
33-39 UNION STREET,QN,3
140-19 34 AVENUE,QN,3
33-37 UNION STREET,QN,3
33-35 UNION STREET,QN,3
140-26A 34 AVENUE,QN,3
140-07 34 AVENUE,QN,3
33-47 UNION STREET,QN,3
140-36 34 AVENUE,QN,3
139-09 34 AVENUE,QN,7
33-04 UNION STREET,QN,3
141-06 32 AVENUE,QN,8
32 AVENUE,QN,3
139-27 34 AVENUE,QN,4
140-32A 34 AVENUE,QN,3
140-26 34 AVENUE,QN,3
136-24 35 AVENUE,QN,8
136-16 CARLTON PLACE,QN,3
134-22 35 AVENUE,QN,3
33-49 UNION STREET,QN,3
35-20 UNION STREET,QN,6
33-41 UNION STREET,QN,3
33-45 UNION STREET,QN,3
140-28 34 AVENUE,QN,3
140-34 34 AVENUE,QN,3
139-23 34 AVENUE,QN,4
33-02 UNION STREET,QN,3
33-30 UNION STREET,QN,3
139-31 34 AVENUE,QN,3
33-15 LEAVITT STREET,QN,4
139-25 34 AVENUE,QN,4
139-21 34 AVENUE,QN,4
140-14 33 AVENUE,QN,4
35-22 UNION STREET,QN,6
140-34A 34 AVENUE,QN,3
56-28 VAN CLEEF STREET,QN,7
3931 NEW UTRECHT AVENUE,BK,4
814 40 STREET,BK,10
819 41 STREET,BK,7
828 40 STREET,BK,7
260 18 STREET,BK,4
270 19 STREET,BK,4
39 LYNCH STREET,BK,3
272 19 STREET,BK,6
148 NEWEL STREET,BK,8
330 ATLANTIC AVENUE,BK,4
26-33 14 STREET,QN,4
132-35 POPLE AVENUE,QN,8
132-44 MAPLE AVENUE,QN,4
132-42 MAPLE AVENUE,QN,4
132-36 MAPLE AVENUE,QN,4
132-40 MAPLE AVENUE,QN,4
132-32 MAPLE AVENUE,QN,8
132-20 POPLE AVENUE,QN,8
132-24 POPLE AVENUE,QN,8
324 EAST 119 STREET,MN,3
341 PLEASANT AVENUE,MN,10
30-18 29TH STREET,QN,3
26-69 30 STREET,QN,7
31-16 28 ROAD,QN,8
26-18 23 AVENUE,QN,5
29-16 NEWTOWN AVENUE,QN,8
30-03 NEWTOWN AVENUE,QN,7
31-73 42 STREET,QN,4
37-47 59 STREET,QN,3
29 NORTH ELLIOTT PLACE,BK,4
31 NORTH ELLIOTT PLACE,BK,5
242 ADELPHI STREET,BK,4
14 CLINTON STREET,MN,6
26-36 4 STREET,QN,10
2-11 27 AVENUE,QN,8
2-07 27 AVENUE,QN,8
8-03 ASTORIA BOULEVARD,QN,5
176 EAST 122 STREET,MN,4
1432 DORIS STREET,BX,7
1435 DORIS STREET,BX,8
1364 PURDY STREET,BX,8
58 STREET,BK,3
58 STREET,BK,3
435 EAST 117 STREET,MN,6
2129 3 AVENUE,MN,8
2247 1 AVENUE,MN,4
334 EAST 120 STREET,MN,3
9 OLD FULTON STREET,BK,3
33-08 29 STREET,QN,8
30-16 33 STREET,QN,8
30-11 30 STREET,QN,8
30-27 31 STREET,QN,7
30-25 31 STREET,QN,8
30-37 31 STREET,QN,8
30-32 32 STREET,QN,8
30-41 31 STREET,QN,9
23-06 31 AVENUE,QN,10
30-46 30 STREET,QN,10
30-37 30 STREET,QN,7
30-32 31 STREET,QN,7
30-38 31 STREET,QN,8
30-16 29TH STREET,QN,3
30-49 29 STREET,QN,8
23-37 31 DRIVE,QN,5
30-85 31 STREET,QN,17
30-67 32 STREET,QN,8
30-37 32 STREET,QN,7
30-39 32 STREET,QN,7
30-63 32 STREET,QN,8
30-87 32 STREET,QN,8
31-27 30 STREET,QN,9
29-11 31 AVENUE,QN,7
1069 ANDERSON AVENUE,BX,11
1355 PLIMPTON AVENUE,BX,4
25-67 36 STREET,QN,8
36-01 28 AVENUE,QN,9
30-39 38 STREET,QN,8
175 WEST 161 STREET,BX,4
1023 SUMMIT AVENUE,BX,7
52-12 ROOSEVELT AVENUE,QN,4
52-04 ROOSEVELT AVENUE,QN,5
25-78 38 STREET,QN,7
25-56 38 STREET,QN,8
48-04 43 AVENUE,QN,4
947 SHERIDAN AVENUE,BX,23
149 GREEN STREET,BK,9
 JESUP AVENUE,BX,10
78 FREEMAN ST,BK,4
229 EAST 35 STREET,MN,12
285 EAST 169 STREET,BX,10
791 BROADWAY,MN,10
2308 PROSPECT AVENUE,BX,13
2299 SOUTHERN BOULEVARD,BX,10
629 HUMBOLDT STREET,BK,6
198 KINGSLAND AVENUE,BK,8
10-42 47TH ROAD,QN,4
10-44 47 AVENUE,QN,7
10-27 47 ROAD,QN,3
10-12 47 AVENUE,QN,7
10-39 48 AVENUE,QN,7
10-25 47 ROAD,QN,7
607 MANHATTAN AVENUE,BK,6
605 MANHATTAN AVENUE,BK,6
639 MORGAN AVENUE,BK,3
645 MORGAN AVENUE,BK,3
637 MORGAN AVENUE,BK,3
282 NASSAU AVENUE,BK,7
282A NASSAU AVENUE,BK,7
3070 BRIGHTON 1 STREET,BK,3
133 MESEROLE AVENUE,BK,5
84 MESEROLE AVENUE,BK,3
645 LEONARD STREET,BK,8
 DUPONT STREET,BK,4
66 NASSAU AVENUE,BK,5
95 DUPONT STREET,BK,7
78 EAGLE STREET,BK,3
237 NORTH HENRY STREET,BK,4
240 NORTH HENRY STREET,BK,5
90 GUERNSEY STREET,BK,6
185 FREEMAN STREET,BK,7
178 MESEROLE AVENUE,BK,5
176 MESEROLE AVENUE,BK,5
188 MESEROLE AVENUE,BK,7
190 MESEROLE AVENUE,BK,7
216 CALYER STREET,BK,10
146 DIAMOND STREET,BK,4
98 DIAMOND STREET,BK,8
74 DIAMOND STREET,BK,6
79 ST MARKS PLACE,MN,10
239 EAST 10 STREET,MN,12
94 GREENPOINT AVENUE,BK,7
164 NORMAN AVENUE,BK,7
205 ECKFORD STREET,BK,3
305 KINGSLAND AVENUE,BK,9
52 INDIA STREET,BK,8
167 JAVA STREET,BK,8
148 WEST STREET,BK,5
175 JAVA STREET,BK,7
76 FRANKLIN STREET,BK,7
2439 BARKER AVENUE,BX,12
525 EAST 12 STREET,MN,5
427 EAST 12 STREET,MN,10
535 EAST 12 STREET,MN,11
3317 PARKSIDE PLACE,BX,8
125-11 101 AVE,QN,5
28-10 38 STREET,QN,4
213 KINGSLAND AVENUE,BK,7
70 SUTTON STREET,BK,8
31-53 42 STREET,QN,4
146-61 105 AVENUE,QN,6
687 LEONARD STREET,BK,8
974 GLENMORE AVENUE,BK,7
87-85 144 STREET,QN,8
169 EAGLE STREET,BK,7
205 FREEMAN ST,BK,4
28-21 36 STREET,QN,8
23-61 31 STREET,QN,10
23-71 31 STREET,QN,10
23-67 31 STREET,QN,9
81-14 101 AVENUE,QN,7
238 WEST 108 STREET,MN,6
371 WEST 126 STREET,MN,12
463 WEST 125 STREET,MN,14
369 WEST 126 STREET,MN,10
970 GLENMORE AVENUE,BK,7
150-19 NORTHERN BOULEVARD,QN,4
150-13 NORTHERN BOULEVARD,QN,4
140-16 33 AVENUE,QN,4
32-17 LINDEN STREET,QN,8
139-07 34 AVENUE,QN,7
32-26 137 STREET,QN,8
136-12 31 ROAD,QN,3
31-48 137 STREET,QN,3
140-12 33 AVENUE,QN,4
267 HULL STREET,BK,3
267 WEST 122 STREET,MN,3
255 WEST 123 STREET,MN,3
99-12 97 STREET,QN,3
2406 WESTCHESTER AVENUE,BX,8
2414 WESTCHESTER AVENUE,BX,8
2410 WESTCHESTER AVENUE,BX,8
168-66 93 AVENUE,QN,4
1178 GATES AVENUE,BK,8
114 WOODBINE STREET,BK,8
139-19 34 AVENUE,QN,4
140-10 33 AVENUE,QN,4
140-18 33 AVENUE,QN,4
163-16 89 AVENUE,QN,8
242 KOSCIUSZKO STREET,BK,4
265 KOSCIUSZKO STREET,BK,4
703 LAFAYETTE AVENUE,BK,8
701 LAFAYETTE AVENUE,BK,8
25 VAN BUREN STREET,BK,6
31 VAN BUREN STREET,BK,42
253 TOMPKINS AVE,BK,10
41-76 SUMMIT COURT,QN,3
41-74 SUMMIT COURT,QN,3
41-78 SUMMIT COURT,QN,3
41-80 SUMMIT COURT,QN,3
41-70 SUMMIT COURT,QN,3
41-72 SUMMIT COURT,QN,3
132-20 SANFORD AVENUE,QN,8
132-22 SANFORD AVENUE,QN,8
36-39 PRINCE STREET,QN,4
1520 PROSPECT PLACE,BK,10
194 BUFFALO AVENUE,BK,8
148 VAN CORTLANDT PARK S,BX,8
93 HARRISON AVENUE,BK,4
112-09 38 AVENUE,QN,8
146 VAN CORTLANDT PARK S,BX,8
360 SOUTH 3 STREET,BK,3
183 RUTLEDGE STREET,BK,5
132 MIDDLETON STREET,BK,4
83 LORIMER STREET,BK,4
126 MIDDLETON STREET,BK,4
35 LORIMER STREET,BK,4
80 MIDDLETON STREET,BK,3
54 MIDDLETON STREET,BK,4
2913B CRUGER AVENUE,BX,4
895 MYRTLE AVENUE,BK,8
102 MARTIN L KING PLACE,BK,8
282 TROY AVENUE,BK,4
66 PULASKI STREET,BK,6
607 MARCY AVENUE,BK,3
159 HART STREET,BK,6
1098 MADISON STREET,BK,8
 WHITE PLAINS ROAD,BX,8
1404 BUSHWICK AVENUE,BK,10
260 ROCKAWAY AVENUE,BK,8
262 ROCKAWAY AVENUE,BK,8
1738A PACIFIC STREET,BK,8
1736 PACIFIC STREET,BK,8
111-13 38 AVENUE,QN,8
37-22 111 STREET,QN,4
30-37 38 STREET,QN,4
30-47 38 STREET,QN,6
30-29 38 STREET,QN,8
986 JEFFERSON AVENUE,BK,8
472 MARCUS GARVEY BLVD,BK,10
1612 BERGEN STREET,BK,8
1668 BERGEN STREET,BK,10
2325 DEAN STREET,BK,3
237 UTICA AVENUE,BK,8
213 HALSEY STREET,BK,4
145 RUTLEDGE STREET,BK,6
37A COOPER STREET,BK,8
1370 BUSHWICK AVE,BK,10
163 MAC DOUGAL STREET,BK,10
87A COOPER STREET,BK,8
1226 ST MARKS AVENUE,BK,8
1692 PACIFIC STREET,BK,10
 PARK PLACE,BK,8
84-44 LEFFERTS BOULEVARD,QN,4
2744 MATTHEWS AVENUE,BX,8
729 DECATUR STREET,BK,6
231 CHESTER STREET,BK,7
1894 PACIFIC STREET,BK,7
851 MADISON STREET,BK,7
847 MADISON STREET,BK,7
483 MARION STREET,BK,3
863 ST MARKS AVENUE,BK,10
269 MALCOLM X BOULEVARD,BK,8
192 STUYVESANT AVENUE,BK,8
2543 BRONXWOOD AVENUE,BX,8
2538 HOLLAND AVENUE,BX,8
2536 HOLLAND AVENUE,BX,8
41 LYNCH STREET,BK,4
55 LYNCH STREET,BK,3
133 LYNCH STREET,BK,4
251 DEVOE STREET,BK,7
160 SCHOLES STREET,BK,7
114 EAST 198 STREET,BX,21
2449 CAMBRELENG AVENUE,BX,7
2758 CRESTON AVENUE,BX,21
98-21 50 AVENUE,QN,3
98-31 50 AVENUE,QN,3
836 KENT AVENUE,BK,3
92 SKILLMAN STREET,BK,4
101 TAAFFE PLACE,BK,3
876 KENT AVENUE,BK,4
 TAAFFE PLACE,BK,8
133 TAAFFE PLACE,BK,4
390 MYRTLE AVENUE,BK,3
1 FRANKLIN AVENUE,BK,3
39 HEYWARD STREET,BK,6
673 BEDFORD AVENUE,BK,4
43-05 BYRD STREET,QN,4
106-09 50 AVENUE,QN,4
108-47 51ST AVENUE,QN,3
58-12 GRANGER STREET,QN,6
227 34 STREET,BK,7
102-04 LEWIS AVENUE,QN,3
102-02 LEWIS AVENUE,QN,3
142-38 FRANKLIN AVENUE,QN,7
41-79 SUMMIT COURT,QN,3
41-77 SUMMIT COURT,QN,3
41-71 SUMMIT COURT,QN,3
41-73 SUMMIT COURT,QN,3
41-75 SUMMIT COURT,QN,3
110-36 SAULTELL AVENUE,QN,7
90 CLERMONT AVENUE,BK,7
112-11 39 AVENUE,QN,8
42 DUFFIELD STREET,BK,8
44 DUFFIELD STREET,BK,8
171 CONCORD STREET,BK,7
100 GOLD STREET,BK,10
26-35 14 STREET,QN,4
26-07 18 STREET,QN,7
25-38 38 STREET,QN,8
26-42 28 STREET,QN,8
26-26 29 STREET,QN,7
25-08 NEWTOWN AVENUE,QN,4
 CLYMER STREET,BK,3
155 CLYMER STREET,BK,3
747 EAST 133 STREET,BX,8
61 EAST 119 STREET,MN,3
56 EAST 120 STREET,MN,3
68 EAST 120 STREET,MN,3
54 EAST 120 STREET,MN,3
59 EAST 119 STREET,MN,3
52 EAST 118 STREET,MN,3
62 EAST 120 STREET,MN,3
58 EAST 120 STREET,MN,3
52 EAST 120 STREET,MN,3
71 EAST 119 STREET,MN,3
60 EAST 120 STREET,MN,3
63 EAST 118 STREET,MN,3
64 EAST 118 STREET,MN,3
65 EAST 118 STREET,MN,3
68 EAST 118 STREET,MN,3
60 EAST 119 STREET,MN,3
74 EAST 119 STREET,MN,3
59 EAST 118 STREET,MN,3
61 EAST 118 STREET,MN,3
53 EAST 117 STREET,MN,3
16 EAST 118 STREET,MN,3
1788 MADISON AVENUE,MN,3
57 EAST 118 STREET,MN,3
1792 MADISON AVENUE,MN,3
30-49 38 STREET,QN,7
29-14 NEWTOWN AVENUE,QN,10
29-28 NEWTOWN AVENUE,QN,9
28-42 29 STREET,QN,5
28-18 30 STREET,QN,8
10 EAST 118 STREET,MN,3
1449 5 AVENUE,MN,3
1451 5 AVENUE,MN,3
5 EAST 117 STREET,MN,3
14 EAST 118 STREET,MN,3
1 EAST 117 STREET,MN,3
17 EAST 117 STREET,MN,3
11 EAST 117 STREET,MN,3
9 EAST 117 STREET,MN,3
37-47A 59 STREET,QN,3
190 ELIZABETH STREET,MN,10
22 AVENUE C,MN,8
749 EAST 133 STREET,BX,8
751 EAST 133 STREET,BX,8
25-14 21 STREET,QN,8
25-36 21 STREET,QN,4
25-06 21 STREET,QN,4
309 EAST 119 STREET,MN,8
425 EAST 84 STREET,MN,11
26-37 2 STREET,QN,4
156 MOTT STREET,MN,5
31-40 33 STREET,QN,38
31-84 30 STREET,QN,3
14-25 BROADWAY,QN,11
12-30 31 DRIVE,QN,6
12-32 31 DRIVE,QN,6
25-90 41 STREET,QN,4
1160 SHERMAN AVENUE,BX,3
1162 SHERMAN AVENUE,BX,3
1209 OGDEN AVENUE,BX,4
1319 CLAY AVENUE,BX,14
161 WEST 161 STREET,BX,3
933 SUMMIT AVENUE,BX,8
267 WEST 154 STREET,MN,31
21-30 45 ROAD,QN,6
21-28 45 ROAD,QN,6
935 SUMMIT AVENUE,BX,8
177 WEST 161 STREET,BX,4
1102 UNIVERSITY AVENUE,BX,8
 JESUP AVENUE,BX,10
957 TELLER AVENUE,BX,8
959 TELLER AVENUE,BX,8
2986 BAINBRIDGE AVENUE,BX,3
2958 MARION AVENUE,BX,8
54 DIAMOND STREET,BK,4
253 EAST 206 STREET,BX,10
43 NEWELL STREET,BK,8
623 HUMBOLDT STREET,BK,6
2491 BELMONT AVENUE,BX,8
2489 BELMONT AVENUE,BX,8
2493 BELMONT AVENUE,BX,8
2464 BELMONT AVENUE,BX,8
2460 BELMONT AVENUE,BX,8
2466 BELMONT AVENUE,BX,8
2468 BELMONT AVENUE,BX,8
172 INDIA STREET,BK,7
130 HURON STREET,BK,4
72 HURON STREET,BK,7
79 CLAY STREET,BK,8
161 DUPONT STREET,BK,6
218 ECKFORD STREET,BK,8
299 MCGUINNESS BOULEVARD,BK,10
195 GREENPOINT AVENUE,BK,3
214 CALYER STREET,BK,8
180 HURON STREET,BK,8
37-12 31 AVENUE,QN,9
31-28 38 STREET,QN,7
31-32 38 STREET,QN,10
25-20 32 STREET,QN,3
203 FRANKLIN STREET,BK,8
75 GREEN STREET,BK,7
205 FRANKLIN STREET,BK,8
174 WEST STREET,BK,4
192 EAST 205 STREET,BX,8
31-12 45 STREET,QN,3
8832 26 AVENUE,BK,3
45-11 BROADWAY,QN,7
186 GREEN STREET,BK,8
975 MANHATTAN AVENUE,BK,10
198 FREEMAN STREET,BK,4
31-63 38 STREET,QN,8
204 EAST 110 STREET,MN,9
700 BARTHOLDI STREET,BX,10
710 WHITE PLAINS ROAD,BX,10
3525 EASTCHESTER ROAD,BX,10
95-20 BRISBIN STREET,QN,3
150-03 NORTHERN BOULEVARD,QN,4
150-05 NORTHERN BOULEVARD,QN,4
111 WEST 113 STREET,MN,12
265 WEST 122 STREET,MN,4
271 WEST 122 STREET,MN,4
203 WEST 122 STREET,MN,5
226 WEST 123 STREET,MN,3
314 WEST 115 STREET,MN,4
WEST 113 STREET,MN,4
 ,MN,4
202 WEST 108 STREET,MN,5
95-22 BRISBIN STREET,QN,3
168-68 93 AVENUE,QN,4
168-70 93 AVENUE,QN,4
168-74 93 AVENUE,QN,4
90-20 161 STREET,QN,4
90-24 161 STREET,QN,4
35-11 LINDEN PLACE,QN,8
349 WEST 53 STREET,MN,4
237 SUMPTER STREET,BK,4
106 THOMAS S BOYLAND ST,BK,4
140-25 33 AVENUE,QN,8
306 MAC DOUGAL STREET,BK,8
389 SUMPTER STREET,BK,8
152 SACKMAN STREET,BK,4
2441 DEAN STREET,BK,4
1464 BUSHWICK AVENUE,BK,8
1462 BUSHWICK AVENUE,BK,8
62 SOMERS STREET,BK,8
305 SUMPTER STREET,BK,9
108-60 ROOSEVELT AVENUE,QN,7
38-07 111 STREET,QN,3
38-09 111 STREET,QN,3
108-57 ROOSEVELT AVENUE,QN,6
108-63 ROOSEVELT AVENUE,QN,6
108-59 ROOSEVELT AVENUE,QN,6
108-61 ROOSEVELT AVENUE,QN,6
108-69 ROOSEVELT AVENUE,QN,6
108-18 46 AVENUE,QN,7
32-15 112 STREET,QN,4
111-21 37 AVENUE,QN,4
111-17 37 AVENUE,QN,4
111-19 37 AVENUE,QN,4
111-23 37 AVENUE,QN,4
112-14 39 AVENUE,QN,4
112-35 38 AVENUE,QN,8
112-44 38 AVENUE,QN,8
112-34 39 AVENUE,QN,8
38-12 114 STREET,QN,8
112-39 38 AVENUE,QN,8
112-12 39 AVENUE,QN,4
112-42 38 AVENUE,QN,8
112-32 38 AVENUE,QN,8
98 THATFORD AVENUE,BK,6
440 ROCKAWAY AVENUE,BK,3
108-69 53 AVENUE,QN,4
3216 CRUGER AVENUE,BX,8
211 WEST 252 STREET,BX,5
462 MADISON STREET,BK,7
111-02 38 AVENUE,QN,3
38-05 111 STREET,QN,3
111-06 38 AVENUE,QN,3
111-04 38 AVENUE,QN,3
111-10 38 AVENUE,QN,3
111-08 38 AVENUE,QN,3
111-03 38 AVENUE,QN,3
111-12 38 AVENUE,QN,3
108-58 ROOSEVELT AVENUE,QN,7
108-54 ROOSEVELT AVENUE,QN,7
108-65 ROOSEVELT AVENUE,QN,6
108-67 ROOSEVELT AVENUE,QN,6
1043 HALSEY STREET,BK,25
1547 EAST NEW YORK AVENUE,BK,8
1694 ST MARKS AVENUE,BK,7
1465 BUSHWICK AVENUE,BK,8
1469 BUSHWICK AVENUE,BK,8
301A POWELL STREET,BK,8
301 POWELL STREET,BK,8
741 HANCOCK STREET,BK,4
622 MADISON STREET,BK,4
431 BAINBRIDGE STREET,BK,6
1882 FULTON STREET,BK,8
1485 GATES AVENUE,BK,10
1352 DEKALB AVENUE,BK,8
106-24 50 AVENUE,QN,4
43-11 108 STREET,QN,4
43-04 108 STREET,QN,6
 HERZL STREET,BK,8
664 JEFFERSON AVENUE,BK,7
102 SOMERS STREET,BK,8
2331 DEAN STREET,BK,3
2327 DEAN STREET,BK,3
35-25 150 STREET,QN,4
150-15 NORTHERN BOULEVARD,QN,4
150-09 NORTHERN BOULEVARD,QN,4
79 TRUXTON STREET,BK,8
225 HOWARD AVENUE,BK,6
443 BAINBRIDGE STREET,BK,6
 MADISON STREET,BK,8
1543 EAST NEW YORK AVENUE,BK,8
1568 PACIFIC STREET,BK,8
90 TROY AVENUE,BK,4
149 ALBANY AVENUE,BK,8
214 SUMPTER STREET,BK,8
158 SOMERS STREET,BK,10
156 SOMERS STREET,BK,10
92 HOWARD AVENUE,BK,5
1541 DEAN STREET,BK,7
1572 PACIFIC STREET,BK,8
175 WOODPOINT ROAD,BK,7
60 MASPETH AVENUE,BK,6
207 WOODPOINT ROAD,BK,7
209 WOODPOINT ROAD,BK,7
34 MASPETH AVENUE,BK,5
32 MASPETH AVENUE,BK,9
150 JACKSON STREET,BK,5
86 MARCY AVENUE,BK,9
274 SOUTH 1 STREET,BK,4
82 MARCY AVENUE,BK,10
527 GRAND STREET,BK,11
23 TEN EYCK STREET,BK,4
33 MAUJER STREET,BK,8
21 TEN EYCK STREET,BK,4
24 MAUJER STREET,BK,4
25 TEN EYCK STREET,BK,4
34-69 111 STREET,QN,4
395 SOUTH 2 STREET,BK,6
248 SOUTH 3 STREET,BK,3
475 GRAND STREET,BK,8
365 UNION AVENUE,BK,7
461 GRAND STREET,BK,8
34-67 111 STREET,QN,4
195 NORTH 6 STREET,BK,7
135 BAYARD STREET,BK,4
246 NORTH 6 STREET,BK,6
300 NORTH 7 STREET,BK,8
493 VANDALIA AVENUE,BK,8
495 VANDALIA AVENUE,BK,8
483 VANDALIA AVENUE,BK,8
183 HURON STREET,BK,6
184 HURON STREET,BK,6
158 INDIA STREET,BK,8
126 INDIA STREET,BK,8
 WEBB AVENUE,BX,4
364 EAST 184 STREET,BX,10
366 EAST 184 STREET,BX,10
EAST 194TH STREET,BX,8
2984 BAINBRIDGE AVENUE,BX,3
166 WEST KINGSBRIDGE RD,BX,10
108-40 ROOSEVELT AVENUE,QN,7
108-48 ROOSEVELT AVENUE,QN,7
108-42 ROOSEVELT AVENUE,QN,7
108-50 ROOSEVELT AVENUE,QN,7
108-52 ROOSEVELT AVENUE,QN,7
108-46 ROOSEVELT AVENUE,QN,7
147 GREEN STREET,BK,9
2305 BELMONT AVENUE,BX,12
2069 ANTHONY AVENUE,BX,14
54 CLINTON PLACE,BX,11
2030 MORRIS AVENUE,BX,17
24-54 37 STREET,QN,8
25-09 36 STREET,QN,5
30-59 38 STREET,QN,4
30-38 STEINWAY STREET,QN,8
94 HARMAN STREET,BK,3
1173 GREENE AVENUE,BK,7
72 HIMROD STREET,BK,9
1202 DECATUR STREET,BK,8
1206 DECATUR STREET,BK,8
1228 INTERVALE AVENUE,BX,3
1917 AVENUE X,BK,10
2466 HOFFMAN STREET,BX,3
2233 BATHGATE AVENUE,BX,8
2454 HOFFMAN STREET,BX,8
2381 BELMONT AVENUE,BX,7
1392 EAST 18 STREET,BK,6
3304 3 AVENUE,BX,3
1173 TINTON AVENUE,BX,7
1446 BRYANT AVENUE,BX,9
193 QUINCY STREET,BK,8
195 QUINCY STREET,BK,9
194 LEXINGTON AVENUE,BK,8
1326 CLINTON AVENUE,BX,8
301 GATES AVENUE,BK,3
149 QUINCY STREET,BK,4
138 QUINCY STREET,BK,6
171 LEXINGTON AVENUE,BK,5
968 ROGERS PLACE,BX,8
127 KINGSLAND AVENUE,BK,7
56 MONITOR STREET,BK,8
18 MONITOR STREET,BK,13
52 MONITOR STREET,BK,8
58 MONITOR STREET,BK,8
129 KINGSLAND AVENUE,BK,7
93 HERBERT STREET,BK,8
950 ROGERS PLACE,BX,11
97 KINGSLAND AVENUE,BK,8
88 HERBERT STREET,BK,7
26 MONITOR STREET,BK,7
54 MONITOR STREET,BK,7
121 KINGSLAND AVENUE,BK,8
251 WITHERS STREET,BK,6
6 MONITOR STREET,BK,8
151 NEWEL STREET,BK,4
155 NEWEL STREET,BK,8
219 ECKFORD STREET,BK,8
145 MCGUINNESS BOULEVARD,BK,10
201 BEDFORD AVENUE,BK,6
1181 REV JAMES POLITE AVE,BX,45
94 SOUTH 4 STREET,BK,7
73 SOUTH 6 STREET,BK,3
77 SOUTH 6 STREET,BK,3
1406 CROTONA PARK EAST,BX,8
122 HURON STREET,BK,7
1073 TIFFANY STREET,BX,14
667 MEEKER AVENUE,BK,6
1328 CLINTON AVENUE,BX,8
116 CONSELYEA STREET,BK,8
878 METROPOLITAN AVENUE,BK,7
